Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Add a Member""))",Chrome 92.0.4515.159,,,2021-08-27 09:14:50,2021-08-27 09:14:50,0.533s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__firstName""), ""Bea"")",Chrome 92.0.4515.159,,,2021-08-27 09:14:50,2021-08-27 09:14:51,0.911s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__lastName""), ""Alonzo"")",Chrome 92.0.4515.159,,,2021-08-27 09:14:51,2021-08-27 09:14:52,0.924s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__email_1""), ""beaalonzo@gmail.com"")",Chrome 92.0.4515.159,,,2021-08-27 09:14:52,2021-08-27 09:14:53,0.867s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__phone""), ""1 (231) 231-2312"")",Chrome 92.0.4515.159,,,2021-08-27 09:14:53,2021-08-27 09:14:54,0.946s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_MonthJanuaryFebruaryMarchAprilMayJun_aa9ebb""), ""June"", true)",Chrome 92.0.4515.159,,,2021-08-27 09:14:54,2021-08-27 09:14:56,1.535s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Day123456789101112131415161718192021_71ec95""), ""15"", true)",Chrome 92.0.4515.159,,,2021-08-27 09:14:56,2021-08-27 09:14:57,1.812s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/select_Year20212020201920182017201620152014_f874ed""), ""1967"", true)",Chrome 92.0.4515.159,,,2021-08-27 09:14:57,2021-08-27 09:15:01,3.889s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__fullAddress""), ""32"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:01,2021-08-27 09:15:02,0.792s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 09:15:02,2021-08-27 09:15:07,5.010s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/p_300 Vesey Street, New York, NY, USA""))",Chrome 92.0.4515.159,,,2021-08-27 09:15:07,2021-08-27 09:15:08,0.469s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__unitNumber""), ""121"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:08,2021-08-27 09:15:09,1.002s,PASSED
"click(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/button_Employed""))",Chrome 92.0.4515.159,,,2021-08-27 09:15:09,2021-08-27 09:15:09,0.548s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employer""), ""GMA Network"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:09,2021-08-27 09:15:10,1.333s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__employmentStatement""), ""Test"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:10,2021-08-27 09:15:11,0.772s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__declaredMonthlyIncome""), ""2000"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:11,2021-08-27 09:15:12,0.790s,PASSED
"setText(findTestObject(""Object Repository/Actions_AddMember/Page_Poplar Homes/input__workEmail""), ""beaalonzo@gmanetwork.com"")",Chrome 92.0.4515.159,,,2021-08-27 09:15:12,2021-08-27 09:15:13,0.920s,PASSED
"click(findTestObject(""Actions_AddMember/Page_Poplar Homes/button_Save""))",Chrome 92.0.4515.159,,,2021-08-27 09:15:13,2021-08-27 09:15:13,0.545s,PASSED
delay(5),Chrome 92.0.4515.159,,,2021-08-27 09:15:13,2021-08-27 09:15:18,5.017s,PASSED
